
Attaching file multidimfit.mumu_u_2016.root as _file0...
(TFile *) 0x22fa340

  RooFitResult: minimized FCN value: -1.62133e-05, estimated distance to minimum: 2.92813e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
               dy_xsec    2.2384e-02 +/-  9.45e-01
         emucostrw1b16    1.5156e+00 +/-  7.58e-01
         emucostrw2b16   -1.0643e-03 +/-  9.75e-01
         emucostrw3b16   -6.2034e-02 +/-  9.89e-01
         emucostrw4b16    4.2573e-03 +/-  9.95e-01
              gam_xsec    3.2301e-02 +/-  1.00e+00
                lumi16    3.1271e-01 +/-  9.43e-01
                lumiDB    5.6983e-02 +/-  9.98e-01
                lumiGS    5.6983e-02 +/-  9.98e-01
                lumiXY    1.2748e-01 +/-  9.91e-01
             muFakes16    4.7867e-02 +/-  1.01e+00
            muHLTBAR16   -2.7368e-02 +/-  1.00e+00
            muHLTEND16   -7.4988e-02 +/-  9.60e-01
             muIDBAR16    1.3284e-01 +/-  9.53e-01
             muIDEND16    7.4043e-02 +/-  9.30e-01
               muIDSYS    7.4043e-02 +/-  9.31e-01
            muISOBAR16    2.9272e-02 +/-  9.97e-01
            muISOEND16    2.8519e-02 +/-  9.97e-01
              muISOSYS    2.8519e-02 +/-  9.97e-01
              muPref16   -4.1555e-02 +/-  9.98e-01
                muRC16   -2.8488e-01 +/-  6.52e-01
         mufakesrw1b16    5.2586e-02 +/-  9.81e-01
         mufakesrw2b16    1.2342e-04 +/-  1.00e+00
         mufakesrw3b16   -2.4699e-02 +/-  1.00e+00
         mufakesrw4b16    0.0000e+00 +/-  1.00e+00
               nlo_sys    5.4295e-03 +/-  1.00e+00
                  pdf1    6.5322e-03 +/-  1.00e+00
                 pdf10   -6.0725e-03 +/-  9.99e-01
                 pdf11   -8.4991e-03 +/-  1.00e+00
                 pdf12   -1.7087e-02 +/-  9.95e-01
                 pdf13    2.6355e-02 +/-  9.97e-01
                 pdf14   -2.2105e-02 +/-  9.97e-01
                 pdf15   -2.2081e-02 +/-  9.87e-01
                 pdf16   -1.8249e-02 +/-  1.00e+00
                 pdf17   -1.0654e-02 +/-  1.00e+00
                 pdf18   -2.1888e-02 +/-  9.98e-01
                 pdf19   -3.7090e-02 +/-  9.93e-01
                  pdf2    1.2154e-02 +/-  9.99e-01
                 pdf20   -5.4022e-03 +/-  9.90e-01
                 pdf21    1.6521e-02 +/-  1.00e+00
                 pdf22    6.5532e-03 +/-  9.94e-01
                 pdf23   -4.2246e-03 +/-  9.95e-01
                 pdf24   -1.4084e-02 +/-  9.96e-01
                 pdf25    2.4655e-02 +/-  9.98e-01
                 pdf26   -2.4712e-02 +/-  1.00e+00
                 pdf27   -6.1435e-03 +/-  9.97e-01
                 pdf28   -2.4755e-02 +/-  1.00e+00
                 pdf29   -1.1811e-04 +/-  9.96e-01
                  pdf3    2.6990e-02 +/-  9.96e-01
                 pdf30    1.9749e-02 +/-  9.97e-01
                 pdf31   -1.3551e-02 +/-  9.90e-01
                 pdf32    1.9155e-02 +/-  9.96e-01
                 pdf33   -3.4399e-02 +/-  9.94e-01
                 pdf34    6.1869e-03 +/-  9.99e-01
                 pdf35    4.4922e-02 +/-  9.98e-01
                 pdf36    1.1663e-02 +/-  1.00e+00
                 pdf37    7.3149e-03 +/-  9.97e-01
                 pdf38    1.6001e-02 +/-  9.96e-01
                 pdf39    1.3002e-02 +/-  9.92e-01
                  pdf4    1.8429e-02 +/-  9.98e-01
                 pdf40    1.1625e-02 +/-  1.00e+00
                 pdf41    1.2752e-02 +/-  9.96e-01
                 pdf42    2.3321e-03 +/-  9.98e-01
                 pdf43    2.7288e-02 +/-  9.98e-01
                 pdf44    1.7886e-02 +/-  9.97e-01
                 pdf45   -9.3744e-03 +/-  1.00e+00
                 pdf46   -2.6850e-03 +/-  9.99e-01
                 pdf47    4.3387e-02 +/-  9.97e-01
                 pdf48    2.5437e-02 +/-  9.99e-01
                 pdf49   -8.2180e-03 +/-  1.00e+00
                  pdf5    9.9596e-03 +/-  1.00e+00
                 pdf50    1.6161e-03 +/-  9.97e-01
                 pdf51   -3.4459e-02 +/-  9.93e-01
                 pdf52    4.9237e-02 +/-  9.97e-01
                 pdf53    7.0840e-04 +/-  9.92e-01
                 pdf54    1.6804e-02 +/-  1.00e+00
                 pdf55    5.3974e-03 +/-  9.93e-01
                 pdf56    1.5239e-03 +/-  9.98e-01
                 pdf57    2.2361e-02 +/-  9.98e-01
                 pdf58    2.1850e-02 +/-  1.00e+00
                 pdf59    1.6880e-02 +/-  9.97e-01
                  pdf6    4.9212e-03 +/-  9.99e-01
                 pdf60   -9.9111e-03 +/-  1.00e+00
                  pdf7    2.4180e-03 +/-  9.92e-01
                  pdf8    4.0844e-02 +/-  9.99e-01
                  pdf9    2.1367e-02 +/-  9.96e-01
      prop_binY16_bin0    3.4914e-02 +/-  9.35e-01
      prop_binY16_bin1    1.8630e-03 +/-  9.35e-01
     prop_binY16_bin10   -1.0595e-01 +/-  9.36e-01
     prop_binY16_bin11    1.5067e-01 +/-  9.36e-01
     prop_binY16_bin12    1.5816e-01 +/-  9.46e-01
     prop_binY16_bin13    1.2608e-01 +/-  9.43e-01
     prop_binY16_bin14   -2.2453e-02 +/-  9.35e-01
     prop_binY16_bin15   -8.4764e-01 +/-  9.42e-01
     prop_binY16_bin16    7.3790e-01 +/-  9.58e-01
     prop_binY16_bin17   -5.2034e-04 +/-  9.64e-01
     prop_binY16_bin18   -1.4041e-01 +/-  9.65e-01
     prop_binY16_bin19   -1.0104e-02 +/-  9.60e-01
      prop_binY16_bin2   -1.9333e-01 +/-  9.38e-01
     prop_binY16_bin20   -1.7415e-01 +/-  9.36e-01
     prop_binY16_bin21   -3.0905e-01 +/-  9.67e-01
     prop_binY16_bin22    1.2073e-01 +/-  9.70e-01
     prop_binY16_bin23    2.3723e-01 +/-  9.75e-01
     prop_binY16_bin24    3.4702e-01 +/-  9.75e-01
     prop_binY16_bin25   -9.2824e-02 +/-  9.80e-01
     prop_binY16_bin26   -1.3319e-01 +/-  9.61e-01
     prop_binY16_bin27   -1.0450e-01 +/-  9.40e-01
     prop_binY16_bin28    4.8330e-01 +/-  9.47e-01
     prop_binY16_bin29   -2.0968e-01 +/-  9.89e-01
      prop_binY16_bin3    1.5861e-01 +/-  9.39e-01
     prop_binY16_bin30    1.4211e-01 +/-  9.84e-01
     prop_binY16_bin31    3.2184e-02 +/-  9.78e-01
     prop_binY16_bin32   -1.6892e-01 +/-  9.84e-01
     prop_binY16_bin33   -1.7148e-01 +/-  9.76e-01
     prop_binY16_bin34   -1.6900e-01 +/-  9.46e-01
     prop_binY16_bin35    1.9090e-01 +/-  9.65e-01
     prop_binY16_bin36   -5.6154e-02 +/-  9.87e-01
     prop_binY16_bin37   -1.1909e-01 +/-  9.91e-01
     prop_binY16_bin38   -3.0043e-02 +/-  9.86e-01
     prop_binY16_bin39    1.7310e-02 +/-  9.80e-01
      prop_binY16_bin4   -4.6802e-01 +/-  9.51e-01
     prop_binY16_bin40    4.3624e-02 +/-  9.52e-01
     prop_binY16_bin41   -1.7795e-01 +/-  9.88e-01
     prop_binY16_bin42   -9.4741e-02 +/-  9.95e-01
     prop_binY16_bin43   -8.2291e-02 +/-  9.95e-01
     prop_binY16_bin44   -5.9791e-02 +/-  9.96e-01
     prop_binY16_bin45    1.1646e-01 +/-  9.93e-01
     prop_binY16_bin46   -1.0521e-01 +/-  9.96e-01
     prop_binY16_bin47   -1.1138e-01 +/-  9.70e-01
     prop_binY16_bin48    2.2910e-01 +/-  9.70e-01
     prop_binY16_bin49    8.9736e-02 +/-  9.89e-01
      prop_binY16_bin5    5.9402e-02 +/-  9.39e-01
     prop_binY16_bin50   -5.4849e-02 +/-  9.96e-01
     prop_binY16_bin51   -7.4015e-01 +/-  9.70e-01
     prop_binY16_bin52   -3.2300e-01 +/-  9.85e-01
     prop_binY16_bin53   -2.1454e-01 +/-  9.69e-01
     prop_binY16_bin54    1.5553e-01 +/-  9.65e-01
     prop_binY16_bin55   -1.1120e-01 +/-  9.93e-01
     prop_binY16_bin56   -1.7627e-01 +/-  9.99e-01
     prop_binY16_bin57    2.2221e-01 +/-  9.91e-01
     prop_binY16_bin58   -1.4490e-01 +/-  9.97e-01
     prop_binY16_bin59   -3.1599e-01 +/-  9.77e-01
      prop_binY16_bin6    3.6093e-01 +/-  9.40e-01
      prop_binY16_bin7    8.5599e-01 +/-  9.36e-01
      prop_binY16_bin8   -3.8523e-01 +/-  9.28e-01
      prop_binY16_bin9    5.8463e-01 +/-  9.23e-01
              top_xsec    5.7866e-01 +/-  9.69e-01
                  yLQ2   -1.0721e-01 +/-  3.70e-01

