
Attaching file multidimfit.root as _file0...
(TFile *) 0x2c58610

  RooFitResult: minimized FCN value: -82.4474, estimated distance to minimum: 2.67198e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY18_bin19    1.2648e-01 +/-  9.64e-01
      prop_binY18_bin2    9.0985e-02 +/-  9.65e-01
     prop_binY18_bin20   -2.2094e-01 +/-  9.40e-01
     prop_binY18_bin21    2.3696e-02 +/-  9.86e-01
     prop_binY18_bin22    2.5126e-02 +/-  9.88e-01
     prop_binY18_bin23   -2.1962e-02 +/-  9.89e-01
     prop_binY18_bin24   -1.6994e-02 +/-  9.89e-01
     prop_binY18_bin25   -1.7895e-02 +/-  9.88e-01
     prop_binY18_bin26    5.9765e-02 +/-  9.86e-01
     prop_binY18_bin27   -2.0629e-01 +/-  9.47e-01
     prop_binY18_bin28   -2.3708e-02 +/-  9.74e-01
     prop_binY18_bin29    1.6519e-02 +/-  9.88e-01
      prop_binY18_bin3    5.8068e-02 +/-  9.64e-01
     prop_binY18_bin30   -8.2164e-04 +/-  9.89e-01
     prop_binY18_bin31   -3.0069e-02 +/-  9.89e-01
     prop_binY18_bin32    3.7756e-03 +/-  9.87e-01
     prop_binY18_bin33   -1.2736e-02 +/-  9.80e-01
     prop_binY18_bin34    5.5159e-02 +/-  9.82e-01
     prop_binY18_bin35    1.7535e-04 +/-  9.88e-01
     prop_binY18_bin36   -3.5098e-02 +/-  9.88e-01
     prop_binY18_bin37   -3.3655e-02 +/-  9.88e-01
     prop_binY18_bin38   -9.0030e-03 +/-  9.88e-01
     prop_binY18_bin39   -7.8621e-03 +/-  9.86e-01
      prop_binY18_bin4   -2.1003e-02 +/-  9.65e-01
     prop_binY18_bin40   -1.5517e-01 +/-  9.68e-01
     prop_binY18_bin41   -6.0699e-03 +/-  9.92e-01
     prop_binY18_bin42   -1.3862e-02 +/-  9.92e-01
     prop_binY18_bin43   -3.7582e-02 +/-  9.92e-01
     prop_binY18_bin44   -2.9835e-02 +/-  9.92e-01
     prop_binY18_bin45   -1.4959e-02 +/-  9.92e-01
     prop_binY18_bin46    3.3690e-03 +/-  9.92e-01
     prop_binY18_bin47   -1.4103e-01 +/-  9.73e-01
     prop_binY18_bin48    2.1094e-02 +/-  9.88e-01
     prop_binY18_bin49   -1.2186e-02 +/-  9.93e-01
      prop_binY18_bin5    2.2754e-01 +/-  9.63e-01
     prop_binY18_bin50   -1.3578e-02 +/-  9.93e-01
     prop_binY18_bin51   -1.8481e-02 +/-  9.92e-01
     prop_binY18_bin52   -5.6941e-03 +/-  9.92e-01
     prop_binY18_bin53   -1.1325e-02 +/-  9.90e-01
     prop_binY18_bin54    1.0205e-02 +/-  9.90e-01
     prop_binY18_bin55   -1.6208e-02 +/-  9.90e-01
     prop_binY18_bin56   -1.4667e-02 +/-  9.92e-01
     prop_binY18_bin57   -7.5794e-03 +/-  9.92e-01
     prop_binY18_bin58   -2.0757e-03 +/-  9.91e-01
     prop_binY18_bin59    2.6503e-04 +/-  9.90e-01
      prop_binY18_bin6    2.2986e-01 +/-  9.62e-01
      prop_binY18_bin7   -2.9607e-01 +/-  8.93e-01
      prop_binY18_bin8    1.0869e-01 +/-  9.47e-01
      prop_binY18_bin9    3.9954e-03 +/-  9.65e-01
              ptrw1b16    1.7292e-01 +/-  9.96e-01
            ptrw1b1718    6.2218e-01 +/-  9.73e-01
              ptrw2b16    2.3241e-01 +/-  9.90e-01
            ptrw2b1718    4.3318e-01 +/-  9.69e-01
              ptrw3b16    1.3358e-01 +/-  1.00e+00
            ptrw3b1718    9.7276e-02 +/-  1.01e+00
              ptrw4b16    3.5896e-02 +/-  1.02e+00
            ptrw4b1718   -9.7826e-02 +/-  1.03e+00
              ptrw5b16   -3.0187e-02 +/-  9.94e-01
            ptrw5b1718   -4.6953e-02 +/-  9.93e-01
              ptrw6b16   -7.4454e-02 +/-  1.00e+00
            ptrw6b1718   -4.7952e-02 +/-  9.93e-01
              ptrw7b16   -1.8655e-01 +/-  9.95e-01
            ptrw7b1718   -3.8277e-01 +/-  9.69e-01
              top_xsec   -8.9783e-03 +/-  9.69e-01
                   yLQ    2.2505e-01 +/-  1.59e-01

