
Attaching file multidimfit.mumu_d_2018.root as _file0...
(TFile *) 0x17f5240

  RooFitResult: minimized FCN value: -3.33281e-08, estimated distance to minimum: 3.43988e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
                lumiXY    7.3511e-01 +/-  8.95e-01
             muFakes18    1.0634e-01 +/-  1.02e+00
            muHLTBAR18    9.6572e-04 +/-  9.93e-01
            muHLTEND18   -6.1034e-03 +/-  9.87e-01
             muIDBAR18    2.1671e-01 +/-  9.91e-01
             muIDEND18    4.5868e-02 +/-  9.98e-01
               muIDSYS    4.5868e-02 +/-  9.97e-01
            muISOBAR18    5.4105e-02 +/-  9.99e-01
            muISOEND18    2.6242e-02 +/-  1.00e+00
              muISOSYS    2.6242e-02 +/-  1.00e+00
            muPref1718   -4.1619e-02 +/-  1.00e+00
                muRC18   -1.2526e-01 +/-  7.11e-01
         mufakesrw1b18    8.4546e-02 +/-  9.85e-01
         mufakesrw2b18   -2.9846e-02 +/-  1.00e+00
         mufakesrw3b18   -2.9735e-02 +/-  1.00e+00
         mufakesrw4b18    3.2506e-02 +/-  9.98e-01
               nlo_sys    1.0957e-02 +/-  1.00e+00
                  pdf1    7.1899e-02 +/-  9.92e-01
                 pdf10    1.3398e-03 +/-  1.00e+00
                 pdf11   -4.6194e-02 +/-  1.01e+00
                 pdf12   -5.5566e-02 +/-  1.02e+00
                 pdf13    3.6165e-02 +/-  9.95e-01
                 pdf14   -1.1174e-02 +/-  9.97e-01
                 pdf15   -9.4065e-02 +/-  1.05e+00
                 pdf16   -3.2813e-02 +/-  1.02e+00
                 pdf17   -3.4586e-02 +/-  1.02e+00
                 pdf18   -3.2737e-02 +/-  1.02e+00
                 pdf19   -7.3251e-02 +/-  1.00e+00
                  pdf2   -2.0199e-03 +/-  9.99e-01
                 pdf20   -5.8650e-02 +/-  1.05e+00
                 pdf21   -1.3734e-02 +/-  1.01e+00
                 pdf22   -3.7263e-02 +/-  1.04e+00
                 pdf23   -1.3301e-02 +/-  1.00e+00
                 pdf24   -1.1899e-02 +/-  1.01e+00
                 pdf25    3.7013e-02 +/-  1.02e+00
                 pdf26    7.2267e-03 +/-  9.96e-01
                 pdf27   -3.5109e-02 +/-  1.01e+00
                 pdf28   -2.3548e-02 +/-  1.00e+00
                 pdf29   -8.5373e-03 +/-  1.03e+00
                  pdf3    2.1044e-02 +/-  9.98e-01
                 pdf30    2.5919e-02 +/-  1.01e+00
                 pdf31   -8.8145e-02 +/-  1.05e+00
                 pdf32    4.1897e-02 +/-  1.01e+00
                 pdf33   -1.0418e-01 +/-  1.06e+00
                 pdf34    2.9032e-02 +/-  1.01e+00
                 pdf35    8.2798e-02 +/-  1.00e+00
                 pdf36    3.4170e-02 +/-  9.98e-01
                 pdf37    9.8018e-03 +/-  1.00e+00
                 pdf38   -2.4774e-02 +/-  1.01e+00
                 pdf39    1.7438e-03 +/-  1.02e+00
                  pdf4    9.6016e-03 +/-  1.02e+00
                 pdf40    4.8854e-02 +/-  1.01e+00
                 pdf41    4.2030e-02 +/-  9.96e-01
                 pdf42    2.5066e-02 +/-  1.00e+00
                 pdf43    8.8763e-02 +/-  1.01e+00
                 pdf44   -1.5995e-02 +/-  1.00e+00
                 pdf45   -3.6182e-03 +/-  9.98e-01
                 pdf46   -2.4563e-02 +/-  9.99e-01
                 pdf47    7.8984e-02 +/-  1.01e+00
                 pdf48    5.2658e-02 +/-  1.01e+00
                 pdf49    1.1228e-02 +/-  1.02e+00
                  pdf5    3.2104e-02 +/-  1.00e+00
                 pdf50   -9.2610e-03 +/-  9.99e-01
                 pdf51   -7.1642e-02 +/-  1.02e+00
                 pdf52    7.5617e-02 +/-  1.01e+00
                 pdf53   -3.2980e-02 +/-  1.03e+00
                 pdf54    2.8090e-02 +/-  1.00e+00
                 pdf55   -3.7096e-02 +/-  1.01e+00
                 pdf56   -7.7225e-03 +/-  9.99e-01
                 pdf57    3.0759e-02 +/-  9.97e-01
                 pdf58    1.4919e-02 +/-  1.00e+00
                 pdf59   -1.8938e-02 +/-  1.01e+00
                  pdf6   -5.0792e-02 +/-  1.01e+00
                 pdf60   -1.9728e-02 +/-  1.01e+00
                  pdf7   -1.6185e-02 +/-  1.05e+00
                  pdf8    1.9327e-02 +/-  1.01e+00
                  pdf9    4.4661e-02 +/-  1.01e+00
      prop_binY18_bin0    2.7721e-01 +/-  9.64e-01
      prop_binY18_bin1   -1.2541e-01 +/-  9.54e-01
     prop_binY18_bin10    3.0013e-01 +/-  9.57e-01
     prop_binY18_bin11   -1.8868e-01 +/-  9.68e-01
     prop_binY18_bin12   -2.0464e-01 +/-  9.67e-01
     prop_binY18_bin13   -1.7375e-01 +/-  9.68e-01
     prop_binY18_bin14    4.0811e-01 +/-  9.40e-01
     prop_binY18_bin15   -1.5409e-01 +/-  9.43e-01
     prop_binY18_bin16    3.0846e-01 +/-  9.59e-01
     prop_binY18_bin17    3.3846e-01 +/-  9.67e-01
     prop_binY18_bin18    1.6476e-01 +/-  9.70e-01
     prop_binY18_bin19   -5.1759e-01 +/-  9.77e-01
      prop_binY18_bin2    1.0931e-01 +/-  9.48e-01
     prop_binY18_bin20   -3.5313e-02 +/-  9.74e-01
     prop_binY18_bin21   -2.2338e-01 +/-  9.86e-01
     prop_binY18_bin22    1.1224e-01 +/-  9.86e-01
     prop_binY18_bin23   -1.2294e-01 +/-  9.92e-01
     prop_binY18_bin24   -3.8402e-02 +/-  9.91e-01
     prop_binY18_bin25    2.1904e-01 +/-  9.88e-01
     prop_binY18_bin26   -3.0193e-02 +/-  9.86e-01
     prop_binY18_bin27    1.0230e-01 +/-  9.78e-01
     prop_binY18_bin28    4.8580e-01 +/-  9.71e-01
     prop_binY18_bin29    1.5842e-01 +/-  9.82e-01
      prop_binY18_bin3   -2.0604e-01 +/-  9.64e-01
     prop_binY18_bin30   -1.3934e-01 +/-  9.92e-01
     prop_binY18_bin31    3.7306e-04 +/-  9.92e-01
     prop_binY18_bin32    1.3101e-01 +/-  9.91e-01
     prop_binY18_bin33   -4.5110e-02 +/-  9.87e-01
     prop_binY18_bin34   -5.0265e-01 +/-  9.79e-01
     prop_binY18_bin35   -4.6539e-01 +/-  9.87e-01
     prop_binY18_bin36    3.1715e-01 +/-  9.84e-01
     prop_binY18_bin37    6.8147e-03 +/-  9.91e-01
     prop_binY18_bin38   -9.9328e-02 +/-  9.92e-01
     prop_binY18_bin39    3.4563e-01 +/-  9.87e-01
      prop_binY18_bin4    1.1987e-01 +/-  9.64e-01
     prop_binY18_bin40    1.3444e-01 +/-  9.81e-01
     prop_binY18_bin41   -2.6383e-02 +/-  9.91e-01
     prop_binY18_bin42   -1.8098e-01 +/-  9.91e-01
     prop_binY18_bin43   -7.3322e-02 +/-  9.97e-01
     prop_binY18_bin44   -7.7964e-02 +/-  9.98e-01
     prop_binY18_bin45   -1.1996e-01 +/-  9.93e-01
     prop_binY18_bin46    9.3053e-02 +/-  9.92e-01
     prop_binY18_bin47   -2.0054e-01 +/-  9.89e-01
     prop_binY18_bin48    2.0992e-01 +/-  9.81e-01
     prop_binY18_bin49   -6.7490e-02 +/-  9.94e-01
      prop_binY18_bin5    7.2198e-02 +/-  9.55e-01
     prop_binY18_bin50    1.5585e-02 +/-  9.95e-01
     prop_binY18_bin51    5.3838e-02 +/-  9.96e-01
     prop_binY18_bin52    1.7070e-02 +/-  9.96e-01
     prop_binY18_bin53   -1.8252e-01 +/-  9.95e-01
     prop_binY18_bin54   -2.0296e-01 +/-  9.90e-01
     prop_binY18_bin55   -1.5566e-01 +/-  9.95e-01
     prop_binY18_bin56   -1.7612e-01 +/-  9.99e-01
     prop_binY18_bin57    5.1711e-02 +/-  9.96e-01
     prop_binY18_bin58   -6.6221e-02 +/-  9.96e-01
     prop_binY18_bin59   -5.4726e-02 +/-  1.01e+00
      prop_binY18_bin6    4.4374e-01 +/-  9.58e-01
      prop_binY18_bin7    3.0712e-02 +/-  9.68e-01
      prop_binY18_bin8    2.7984e-01 +/-  9.48e-01
      prop_binY18_bin9   -1.6555e-01 +/-  9.49e-01
              top_xsec    8.6117e-01 +/-  9.43e-01
                  yLQ2   -1.1353e-01 +/-  2.97e-01

