
Attaching file multidimfit.root as _file0...
(TFile *) 0x221c2f0

  RooFitResult: minimized FCN value: -0.471779, estimated distance to minimum: 3.42588e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin52    1.9243e-03 +/-  9.92e-01
     prop_binY17_bin53    1.0312e-02 +/-  9.85e-01
     prop_binY17_bin54   -2.9295e-02 +/-  9.83e-01
     prop_binY17_bin55   -1.6213e-02 +/-  9.90e-01
     prop_binY17_bin56    6.6499e-03 +/-  9.91e-01
     prop_binY17_bin57   -7.3312e-03 +/-  9.91e-01
     prop_binY17_bin58    8.4191e-03 +/-  9.89e-01
     prop_binY17_bin59    1.0250e-02 +/-  9.90e-01
      prop_binY17_bin6   -3.3278e-02 +/-  9.61e-01
      prop_binY17_bin7   -9.6898e-03 +/-  9.14e-01
      prop_binY17_bin8    6.6921e-02 +/-  9.05e-01
      prop_binY17_bin9    6.5373e-02 +/-  9.53e-01
      prop_binY18_bin0    1.1508e-01 +/-  9.39e-01
      prop_binY18_bin1    7.1856e-04 +/-  9.54e-01
     prop_binY18_bin10   -4.2182e-02 +/-  9.60e-01
     prop_binY18_bin11    5.9438e-02 +/-  9.64e-01
     prop_binY18_bin12    6.5800e-03 +/-  9.64e-01
     prop_binY18_bin13    1.8006e-02 +/-  9.59e-01
     prop_binY18_bin14    6.5522e-02 +/-  9.34e-01
     prop_binY18_bin15    3.5113e-02 +/-  9.41e-01
     prop_binY18_bin16    1.9886e-02 +/-  9.57e-01
     prop_binY18_bin17   -1.3096e-02 +/-  9.66e-01
     prop_binY18_bin18   -1.3741e-02 +/-  9.68e-01
     prop_binY18_bin19   -4.7512e-02 +/-  9.68e-01
      prop_binY18_bin2    6.5527e-02 +/-  9.48e-01
     prop_binY18_bin20    9.0525e-02 +/-  9.66e-01
     prop_binY18_bin21    1.1489e-02 +/-  9.80e-01
     prop_binY18_bin22    5.4971e-03 +/-  9.82e-01
     prop_binY18_bin23    1.8165e-03 +/-  9.85e-01
     prop_binY18_bin24   -1.4114e-03 +/-  9.86e-01
     prop_binY18_bin25   -3.2822e-03 +/-  9.85e-01
     prop_binY18_bin26   -1.0403e-02 +/-  9.82e-01
     prop_binY18_bin27   -6.9648e-02 +/-  9.72e-01
     prop_binY18_bin28    1.1787e-02 +/-  9.70e-01
     prop_binY18_bin29    1.5908e-02 +/-  9.81e-01
      prop_binY18_bin3   -1.6332e-02 +/-  9.61e-01
     prop_binY18_bin30    7.7113e-03 +/-  9.86e-01
     prop_binY18_bin31   -9.0136e-03 +/-  9.87e-01
     prop_binY18_bin32   -8.4385e-03 +/-  9.87e-01
     prop_binY18_bin33   -5.1183e-03 +/-  9.81e-01
     prop_binY18_bin34    4.7721e-02 +/-  9.67e-01
     prop_binY18_bin35    1.7156e-02 +/-  9.76e-01
     prop_binY18_bin36   -3.7597e-02 +/-  9.84e-01
     prop_binY18_bin37    2.5392e-02 +/-  9.86e-01
     prop_binY18_bin38   -4.5680e-03 +/-  9.86e-01
     prop_binY18_bin39   -1.3380e-02 +/-  9.84e-01
      prop_binY18_bin4    5.0629e-02 +/-  9.62e-01
     prop_binY18_bin40    3.5170e-02 +/-  9.80e-01
     prop_binY18_bin41    9.1949e-03 +/-  9.86e-01
     prop_binY18_bin42   -2.5465e-02 +/-  9.85e-01
     prop_binY18_bin43   -1.6353e-04 +/-  9.90e-01
     prop_binY18_bin44    3.0063e-03 +/-  9.91e-01
     prop_binY18_bin45    2.0927e-02 +/-  9.87e-01
     prop_binY18_bin46   -2.7042e-03 +/-  9.88e-01
     prop_binY18_bin47   -2.2553e-02 +/-  9.83e-01
     prop_binY18_bin48   -6.8113e-04 +/-  9.82e-01
     prop_binY18_bin49   -6.4607e-03 +/-  9.88e-01
      prop_binY18_bin5   -4.9560e-02 +/-  9.55e-01
     prop_binY18_bin50    1.8960e-03 +/-  9.90e-01
     prop_binY18_bin51    4.6382e-05 +/-  9.91e-01
     prop_binY18_bin52    8.6187e-03 +/-  9.90e-01
     prop_binY18_bin53    5.6814e-03 +/-  9.88e-01
     prop_binY18_bin54    9.9730e-03 +/-  9.80e-01
     prop_binY18_bin55   -5.4477e-04 +/-  9.85e-01
     prop_binY18_bin56    9.5814e-03 +/-  9.90e-01
     prop_binY18_bin57   -4.8883e-03 +/-  9.91e-01
     prop_binY18_bin58    4.8949e-03 +/-  9.91e-01
     prop_binY18_bin59    6.4646e-03 +/-  9.89e-01
      prop_binY18_bin6   -6.4805e-03 +/-  9.60e-01
      prop_binY18_bin7   -1.2456e-01 +/-  9.47e-01
      prop_binY18_bin8   -5.9818e-02 +/-  9.41e-01
      prop_binY18_bin9   -1.4036e-02 +/-  9.50e-01
              ptrw1b16   -4.8946e-02 +/-  9.89e-01
            ptrw1b1718    9.8415e-03 +/-  9.79e-01
              ptrw2b16   -3.2998e-02 +/-  9.89e-01
            ptrw2b1718    2.6145e-02 +/-  9.79e-01
              ptrw3b16    3.1012e-03 +/-  9.93e-01
            ptrw3b1718    6.3755e-03 +/-  9.90e-01
              ptrw4b16    8.9714e-04 +/-  9.90e-01
            ptrw4b1718   -4.3990e-03 +/-  9.85e-01
              ptrw5b16    1.7582e-02 +/-  9.93e-01
            ptrw5b1718   -7.6152e-03 +/-  9.89e-01
              ptrw6b16    2.6221e-02 +/-  9.89e-01
            ptrw6b1718   -9.7608e-03 +/-  9.88e-01
              ptrw7b16    8.7782e-02 +/-  9.69e-01
            ptrw7b1718   -3.3584e-02 +/-  9.59e-01
              top_xsec   -3.0649e-02 +/-  9.11e-01
                  yLQ2    5.9890e-01 +/-  1.99e+00

