
Attaching file multidimfit.mumu_u_vec_2018.root as _file0...
(TFile *) 0x3ba76d0

  RooFitResult: minimized FCN value: -1.6976e-07, estimated distance to minimum: 2.68806e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
        MCStatBin56y18   -1.1694e-01 +/-  9.97e-01
        MCStatBin57y18   -6.3565e-02 +/-  9.98e-01
         MCStatBin9y18    4.3714e-02 +/-  9.73e-01
                    Pu   -6.7442e-02 +/-  9.43e-01
             REFAC1718    5.8961e-01 +/-  9.39e-01
            RENORM1718    1.5433e-01 +/-  1.08e+00
            alphaS1718    2.1900e-12 +/-  1.00e+00
               db_xsec    1.0588e-01 +/-  1.00e+00
               dy_xsec    7.4694e-01 +/-  8.99e-01
       emucostrw1b1718    1.1677e+00 +/-  7.58e-01
       emucostrw2b1718    7.4036e-02 +/-  9.90e-01
       emucostrw3b1718   -1.2207e-02 +/-  9.96e-01
       emucostrw4b1718    5.5598e-02 +/-  9.97e-01
              gam_xsec    8.1860e-02 +/-  1.00e+00
                lumi18    6.7642e-01 +/-  9.52e-01
                lumiBC    9.0764e-02 +/-  1.00e+00
                lumiLS    9.0764e-02 +/-  1.00e+00
                lumiXY    8.9969e-01 +/-  9.14e-01
             muFakes18    1.2709e-01 +/-  1.03e+00
            muHLTBAR18    3.3059e-02 +/-  9.90e-01
            muHLTEND18    1.5752e-02 +/-  9.86e-01
             muIDBAR18    2.5135e-01 +/-  9.91e-01
             muIDEND18    5.8792e-02 +/-  9.97e-01
               muIDSYS    5.8792e-02 +/-  9.98e-01
            muISOBAR18    6.5919e-02 +/-  1.00e+00
            muISOEND18    2.7108e-02 +/-  9.99e-01
              muISOSYS    2.7108e-02 +/-  1.00e+00
            muPref1718   -5.1144e-02 +/-  9.99e-01
                muRC18   -6.5642e-02 +/-  8.90e-01
         mufakesrw1b18    8.4006e-02 +/-  9.84e-01
         mufakesrw2b18   -1.8401e-02 +/-  1.00e+00
         mufakesrw3b18   -2.7304e-02 +/-  1.00e+00
         mufakesrw4b18    3.8679e-02 +/-  9.98e-01
               nlo_sys    1.2497e-02 +/-  1.00e+00
                  pdf1    6.8458e-02 +/-  9.94e-01
                 pdf10    6.5930e-04 +/-  1.00e+00
                 pdf11   -3.5884e-02 +/-  1.01e+00
                 pdf12   -4.8147e-02 +/-  1.03e+00
                 pdf13    2.4915e-02 +/-  9.96e-01
                 pdf14   -2.6013e-03 +/-  9.98e-01
                 pdf15   -8.1501e-02 +/-  1.05e+00
                 pdf16   -2.0814e-02 +/-  1.02e+00
                 pdf17   -3.1202e-02 +/-  1.02e+00
                 pdf18   -3.1914e-02 +/-  1.02e+00
                 pdf19   -5.1824e-02 +/-  1.00e+00
                  pdf2   -6.2304e-03 +/-  1.00e+00
                 pdf20   -5.1075e-02 +/-  1.05e+00
                 pdf21   -2.1000e-02 +/-  1.01e+00
                 pdf22   -3.2032e-02 +/-  1.04e+00
                 pdf23   -1.4179e-02 +/-  1.00e+00
                 pdf24   -1.3693e-03 +/-  1.01e+00
                 pdf25    3.2099e-02 +/-  1.00e+00
                 pdf26    2.8491e-03 +/-  9.97e-01
                 pdf27   -3.4781e-02 +/-  1.01e+00
                 pdf28   -1.5772e-02 +/-  1.00e+00
                 pdf29   -7.1129e-03 +/-  1.01e+00
                  pdf3    1.4721e-02 +/-  9.99e-01
                 pdf30    1.1167e-02 +/-  1.01e+00
                 pdf31   -7.7930e-02 +/-  1.05e+00
                 pdf32    3.1708e-02 +/-  1.01e+00
                 pdf33   -9.3560e-02 +/-  1.05e+00
                 pdf34    2.2060e-02 +/-  1.02e+00
                 pdf35    6.1905e-02 +/-  1.01e+00
                 pdf36    3.2488e-02 +/-  9.99e-01
                 pdf37    7.8292e-03 +/-  1.00e+00
                 pdf38   -2.8890e-02 +/-  1.01e+00
                 pdf39   -2.4091e-03 +/-  1.02e+00
                  pdf4   -6.4014e-04 +/-  1.02e+00
                 pdf40    4.2756e-02 +/-  1.00e+00
                 pdf41    3.9230e-02 +/-  9.98e-01
                 pdf42    1.7918e-02 +/-  1.00e+00
                 pdf43    7.1618e-02 +/-  9.97e-01
                 pdf44   -1.5091e-02 +/-  1.00e+00
                 pdf45   -3.0186e-03 +/-  9.99e-01
                 pdf46   -2.3600e-02 +/-  1.00e+00
                 pdf47    6.9960e-02 +/-  1.01e+00
                 pdf48    4.5283e-02 +/-  1.01e+00
                 pdf49    9.9366e-03 +/-  1.00e+00
                  pdf5    3.4491e-02 +/-  1.02e+00
                 pdf50   -3.6024e-03 +/-  1.00e+00
                 pdf51   -6.3638e-02 +/-  1.02e+00
                 pdf52    6.6111e-02 +/-  1.01e+00
                 pdf53   -3.0662e-02 +/-  1.03e+00
                 pdf54    2.1676e-02 +/-  1.00e+00
                 pdf55   -3.6402e-02 +/-  1.01e+00
                 pdf56   -1.1422e-02 +/-  9.99e-01
                 pdf57    1.5186e-02 +/-  1.00e+00
                 pdf58    1.5847e-03 +/-  1.00e+00
                 pdf59   -1.9288e-02 +/-  1.01e+00
                  pdf6   -6.0328e-02 +/-  1.01e+00
                 pdf60   -1.8628e-02 +/-  1.01e+00
                  pdf7   -2.2864e-02 +/-  1.05e+00
                  pdf8    3.6195e-03 +/-  1.01e+00
                  pdf9    3.8394e-02 +/-  1.01e+00
      prop_binY18_bin0    2.6485e-01 +/-  9.62e-01
      prop_binY18_bin1   -1.4374e-01 +/-  9.52e-01
     prop_binY18_bin10    2.8741e-01 +/-  9.55e-01
     prop_binY18_bin11   -2.1252e-01 +/-  9.66e-01
     prop_binY18_bin12   -2.3179e-01 +/-  9.66e-01
     prop_binY18_bin13   -2.0740e-01 +/-  9.68e-01
     prop_binY18_bin14    4.3161e-01 +/-  9.36e-01
     prop_binY18_bin15   -1.4613e-01 +/-  9.40e-01
     prop_binY18_bin16    3.0405e-01 +/-  9.57e-01
     prop_binY18_bin17    3.2489e-01 +/-  9.66e-01
     prop_binY18_bin18    1.4729e-01 +/-  9.68e-01
     prop_binY18_bin19   -5.6022e-01 +/-  9.76e-01
      prop_binY18_bin2    8.1061e-02 +/-  9.46e-01
     prop_binY18_bin20   -2.8904e-02 +/-  9.74e-01
     prop_binY18_bin21   -2.2377e-01 +/-  9.85e-01
     prop_binY18_bin22    1.1970e-01 +/-  9.85e-01
     prop_binY18_bin23   -1.2344e-01 +/-  9.90e-01
     prop_binY18_bin24   -3.6161e-02 +/-  9.91e-01
     prop_binY18_bin25    2.3159e-01 +/-  9.88e-01
     prop_binY18_bin26   -2.3741e-02 +/-  9.86e-01
     prop_binY18_bin27    1.0861e-01 +/-  9.78e-01
     prop_binY18_bin28    5.0529e-01 +/-  9.70e-01
     prop_binY18_bin29    1.6820e-01 +/-  9.81e-01
      prop_binY18_bin3   -2.2961e-01 +/-  9.63e-01
     prop_binY18_bin30   -1.3921e-01 +/-  9.91e-01
     prop_binY18_bin31    6.4008e-03 +/-  9.91e-01
     prop_binY18_bin32    1.4439e-01 +/-  9.90e-01
     prop_binY18_bin33   -2.7199e-02 +/-  9.87e-01
     prop_binY18_bin34   -5.0470e-01 +/-  9.77e-01
     prop_binY18_bin35   -4.6989e-01 +/-  9.85e-01
     prop_binY18_bin36    3.4635e-01 +/-  9.83e-01
     prop_binY18_bin37    2.2615e-02 +/-  9.90e-01
     prop_binY18_bin38   -8.9089e-02 +/-  9.91e-01
     prop_binY18_bin39    3.7661e-01 +/-  9.86e-01
      prop_binY18_bin4    1.0273e-01 +/-  9.62e-01
     prop_binY18_bin40    1.7511e-01 +/-  9.80e-01
     prop_binY18_bin41    4.7126e-04 +/-  9.89e-01
     prop_binY18_bin42   -1.6209e-01 +/-  9.90e-01
     prop_binY18_bin43   -5.9248e-02 +/-  9.96e-01
     prop_binY18_bin44   -6.5519e-02 +/-  9.97e-01
     prop_binY18_bin45   -9.2676e-02 +/-  9.93e-01
     prop_binY18_bin46    1.4039e-01 +/-  9.91e-01
     prop_binY18_bin47   -1.5984e-01 +/-  9.88e-01
     prop_binY18_bin48    2.4147e-01 +/-  9.79e-01
     prop_binY18_bin49   -5.6839e-02 +/-  9.93e-01
      prop_binY18_bin5    4.3081e-02 +/-  9.54e-01
     prop_binY18_bin50    3.2207e-02 +/-  9.94e-01
     prop_binY18_bin51    7.5712e-02 +/-  9.95e-01
     prop_binY18_bin52    4.4212e-02 +/-  9.95e-01
     prop_binY18_bin53   -1.4745e-01 +/-  9.95e-01
     prop_binY18_bin54   -1.9910e-01 +/-  9.89e-01
     prop_binY18_bin55   -1.5080e-01 +/-  9.94e-01
     prop_binY18_bin56   -1.7533e-01 +/-  9.98e-01
     prop_binY18_bin57    7.6215e-02 +/-  9.95e-01
     prop_binY18_bin58   -4.9650e-02 +/-  9.97e-01
     prop_binY18_bin59   -2.1973e-02 +/-  9.95e-01
      prop_binY18_bin6    4.2659e-01 +/-  9.57e-01
      prop_binY18_bin7    1.0886e-02 +/-  9.68e-01
      prop_binY18_bin8    2.7169e-01 +/-  9.46e-01
      prop_binY18_bin9   -1.8854e-01 +/-  9.47e-01
              top_xsec    7.9201e-01 +/-  9.46e-01
                  yLQ2   -6.4272e-02 +/-  5.99e-02

