
Attaching file multidimfit.root as _file0...
(TFile *) 0x3e0d560

  RooFitResult: minimized FCN value: -0.351621, estimated distance to minimum: 6.96899e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY16_bin57    6.9844e-03 +/-  9.91e-01
     prop_binY16_bin58   -2.6801e-04 +/-  9.91e-01
     prop_binY16_bin59    1.0694e-02 +/-  9.91e-01
      prop_binY16_bin6   -6.9463e-03 +/-  9.37e-01
      prop_binY16_bin7    3.5651e-02 +/-  8.69e-01
      prop_binY16_bin8    1.3282e-01 +/-  9.16e-01
      prop_binY16_bin9    6.5463e-02 +/-  9.23e-01
      prop_binY17_bin0   -8.5368e-02 +/-  7.26e-01
      prop_binY17_bin1    1.6301e-02 +/-  9.56e-01
     prop_binY17_bin10    4.9471e-03 +/-  9.58e-01
     prop_binY17_bin11    1.6375e-02 +/-  9.64e-01
     prop_binY17_bin12   -6.5773e-02 +/-  9.63e-01
     prop_binY17_bin13    8.9672e-02 +/-  8.96e-01
     prop_binY17_bin14    6.3909e-02 +/-  9.34e-01
     prop_binY17_bin15    1.2819e-01 +/-  9.41e-01
     prop_binY17_bin16   -5.5342e-03 +/-  9.62e-01
     prop_binY17_bin17    2.8527e-02 +/-  9.70e-01
     prop_binY17_bin18   -5.3487e-02 +/-  9.71e-01
     prop_binY17_bin19   -3.9865e-02 +/-  9.69e-01
      prop_binY17_bin2    3.0499e-02 +/-  9.59e-01
     prop_binY17_bin20   -1.3874e-01 +/-  8.66e-01
     prop_binY17_bin21   -3.8586e-02 +/-  9.80e-01
     prop_binY17_bin22   -1.8113e-02 +/-  9.84e-01
     prop_binY17_bin23   -1.8191e-02 +/-  9.83e-01
     prop_binY17_bin24    2.2744e-04 +/-  9.86e-01
     prop_binY17_bin25    5.1900e-03 +/-  9.85e-01
     prop_binY17_bin26    2.9796e-02 +/-  9.80e-01
     prop_binY17_bin27    1.3752e-01 +/-  8.73e-01
     prop_binY17_bin28    5.9981e-03 +/-  9.59e-01
     prop_binY17_bin29    1.1760e-02 +/-  9.77e-01
      prop_binY17_bin3    1.5086e-01 +/-  9.64e-01
     prop_binY17_bin30   -7.6706e-03 +/-  9.87e-01
     prop_binY17_bin31   -5.5901e-03 +/-  9.86e-01
     prop_binY17_bin32   -1.1035e-02 +/-  9.88e-01
     prop_binY17_bin33    4.6275e-03 +/-  9.70e-01
     prop_binY17_bin34   -2.1632e-02 +/-  9.62e-01
     prop_binY17_bin35   -9.3060e-03 +/-  9.87e-01
     prop_binY17_bin36   -8.7684e-03 +/-  9.86e-01
     prop_binY17_bin37   -1.3502e-03 +/-  9.89e-01
     prop_binY17_bin38    1.8543e-03 +/-  9.90e-01
     prop_binY17_bin39    1.1501e-02 +/-  9.82e-01
      prop_binY17_bin4   -1.1344e-01 +/-  9.68e-01
     prop_binY17_bin40    7.2574e-02 +/-  9.13e-01
     prop_binY17_bin41    5.9659e-03 +/-  9.89e-01
     prop_binY17_bin42   -1.1481e-02 +/-  9.91e-01
     prop_binY17_bin43    4.0989e-03 +/-  9.85e-01
     prop_binY17_bin44   -8.0905e-03 +/-  9.91e-01
     prop_binY17_bin45    5.2597e-03 +/-  9.92e-01
     prop_binY17_bin46   -1.0084e-02 +/-  9.90e-01
     prop_binY17_bin47   -5.6535e-02 +/-  9.35e-01
     prop_binY17_bin48   -2.2974e-02 +/-  9.57e-01
     prop_binY17_bin49    6.7331e-03 +/-  9.83e-01
      prop_binY17_bin5   -1.8449e-02 +/-  9.66e-01
     prop_binY17_bin50   -1.7761e-03 +/-  9.93e-01
     prop_binY17_bin51   -1.0019e-03 +/-  9.92e-01
     prop_binY17_bin52   -3.4516e-03 +/-  9.93e-01
     prop_binY17_bin53    9.7291e-03 +/-  9.73e-01
     prop_binY17_bin54    1.0571e-03 +/-  9.84e-01
     prop_binY17_bin55    4.4480e-04 +/-  9.91e-01
     prop_binY17_bin56    5.9847e-04 +/-  9.91e-01
     prop_binY17_bin57   -3.1034e-03 +/-  9.92e-01
     prop_binY17_bin58   -2.3158e-04 +/-  9.93e-01
     prop_binY17_bin59    1.0475e-03 +/-  9.85e-01
      prop_binY17_bin6   -2.2551e-02 +/-  9.64e-01
      prop_binY17_bin7    5.3768e-02 +/-  7.39e-01
      prop_binY17_bin8   -1.5779e-01 +/-  8.63e-01
      prop_binY17_bin9    1.0151e-01 +/-  9.46e-01
      prop_binY18_bin0    7.2380e-03 +/-  7.14e-01
      prop_binY18_bin1    3.4648e-02 +/-  9.55e-01
     prop_binY18_bin10    1.5097e-02 +/-  9.58e-01
     prop_binY18_bin11    1.8994e-02 +/-  9.62e-01
     prop_binY18_bin12    5.1891e-02 +/-  9.66e-01
     prop_binY18_bin13    4.0052e-02 +/-  9.05e-01
     prop_binY18_bin14   -7.7453e-02 +/-  9.28e-01
     prop_binY18_bin15   -7.3818e-02 +/-  9.43e-01
     prop_binY18_bin16    5.0765e-02 +/-  9.59e-01
     prop_binY18_bin17   -4.6393e-02 +/-  9.69e-01
     prop_binY18_bin18    3.3800e-02 +/-  9.69e-01
     prop_binY18_bin19    1.5243e-02 +/-  9.63e-01
      prop_binY18_bin2   -1.2230e-02 +/-  9.58e-01
     prop_binY18_bin20   -4.1395e-02 +/-  8.20e-01
     prop_binY18_bin21   -1.4190e-02 +/-  9.83e-01
     prop_binY18_bin22    2.9754e-02 +/-  9.85e-01
     prop_binY18_bin23   -1.9462e-03 +/-  9.87e-01
     prop_binY18_bin24    3.1951e-03 +/-  9.88e-01
     prop_binY18_bin25   -2.2297e-02 +/-  9.88e-01
     prop_binY18_bin26    1.1576e-02 +/-  9.86e-01
     prop_binY18_bin27    4.6048e-02 +/-  8.33e-01
     prop_binY18_bin28    3.2987e-02 +/-  9.22e-01
     prop_binY18_bin29    5.5359e-03 +/-  9.83e-01
      prop_binY18_bin3    7.4556e-02 +/-  9.58e-01
     prop_binY18_bin30    1.8971e-02 +/-  9.86e-01
     prop_binY18_bin31   -1.5157e-02 +/-  9.88e-01
     prop_binY18_bin32   -3.9534e-03 +/-  9.87e-01
     prop_binY18_bin33   -1.3549e-02 +/-  9.51e-01
     prop_binY18_bin34    5.1869e-02 +/-  9.59e-01
     prop_binY18_bin35    1.6531e-02 +/-  9.82e-01
     prop_binY18_bin36    8.6951e-03 +/-  9.83e-01
     prop_binY18_bin37   -1.2934e-02 +/-  9.86e-01
     prop_binY18_bin38   -8.8366e-03 +/-  9.89e-01
     prop_binY18_bin39   -1.7930e-02 +/-  9.81e-01
      prop_binY18_bin4   -5.0684e-02 +/-  9.61e-01
     prop_binY18_bin40    6.0735e-02 +/-  8.64e-01
     prop_binY18_bin41    9.9212e-04 +/-  9.90e-01
     prop_binY18_bin42    8.1347e-04 +/-  9.91e-01
     prop_binY18_bin43   -5.9250e-03 +/-  9.89e-01
     prop_binY18_bin44    4.4561e-03 +/-  9.90e-01
     prop_binY18_bin45   -1.8270e-03 +/-  9.91e-01
     prop_binY18_bin46    7.5984e-04 +/-  9.91e-01
     prop_binY18_bin47   -4.0583e-02 +/-  8.89e-01
     prop_binY18_bin48    1.9646e-02 +/-  9.68e-01
     prop_binY18_bin49   -1.0314e-03 +/-  9.91e-01
      prop_binY18_bin5    4.5244e-02 +/-  9.63e-01
     prop_binY18_bin50    4.7516e-04 +/-  9.92e-01
     prop_binY18_bin51   -1.7781e-03 +/-  9.92e-01
     prop_binY18_bin52    7.2044e-04 +/-  9.92e-01
     prop_binY18_bin53   -3.3491e-03 +/-  9.82e-01
     prop_binY18_bin54    7.9777e-04 +/-  9.84e-01
     prop_binY18_bin55   -6.8127e-03 +/-  9.87e-01
     prop_binY18_bin56   -3.6450e-03 +/-  9.91e-01
     prop_binY18_bin57    1.8368e-03 +/-  9.91e-01
     prop_binY18_bin58    1.4637e-03 +/-  9.92e-01
     prop_binY18_bin59    6.1135e-05 +/-  9.89e-01
      prop_binY18_bin6   -4.0782e-02 +/-  9.62e-01
      prop_binY18_bin7   -3.9619e-02 +/-  7.23e-01
      prop_binY18_bin8   -6.6452e-02 +/-  8.68e-01
      prop_binY18_bin9   -6.6730e-02 +/-  9.52e-01
              ptrw1b16   -1.0987e-02 +/-  9.91e-01
            ptrw1b1718    2.3339e-02 +/-  9.87e-01
              ptrw2b16   -1.7660e-02 +/-  9.90e-01
            ptrw2b1718    8.4292e-03 +/-  9.91e-01
              ptrw3b16   -3.2203e-03 +/-  9.92e-01
            ptrw3b1718    7.1480e-04 +/-  9.94e-01
              ptrw4b16    1.1762e-02 +/-  9.91e-01
            ptrw4b1718   -1.0465e-02 +/-  9.91e-01
              ptrw5b16    1.9375e-04 +/-  9.94e-01
            ptrw5b1718    6.8121e-03 +/-  9.93e-01
              ptrw6b16   -1.0730e-02 +/-  9.92e-01
            ptrw6b1718   -4.6307e-03 +/-  9.94e-01
              ptrw7b16    1.5948e-02 +/-  9.86e-01
            ptrw7b1718   -5.1608e-03 +/-  9.86e-01
              top_xsec   -2.2464e-02 +/-  9.55e-01
                  yLQ2    8.7492e-01 +/-  7.91e+00

